title,summary,category
City council (Israel),"A city council (Hebrew: עִירִיָּה, Iriya) is the official designation of a city within Israel's system of local government.
City status may be granted by the Interior Minister to a municipality, usually a local council and whose character is urban, defined as having areas zoned for distinct land use like residential, commercial, and industrial areas.
City mayors and members of the city councils are elected every five years. In 2021, there were 12 Arab city councils in Israel.",0
City Council of Helsinki,"The City Council of Helsinki (Finnish: Helsingin kaupunginvaltuusto, Swedish: Helsingfors stadsfullmäktige) is the main decision-making organ in the local politics of Helsinki, Finland. The City Council deals with issues such as city planning, schools, health care, and public transport.
The 85-seat Council's members are elected every four years in municipal elections. The seat of the Council is the Helsinki City Hall, which overlooks Market Square in central Helsinki. Historically, the center-right National Coalition Party has been the largest player in Helsinki's local politics, with the center-left Social Democratic Party being the second largest.  However, since the 2000 elections, the position of the Social Democrats has been challenged by the Green League, for which Helsinki is the strongest area of support nationally, with the former party becoming the second-largest in only the 2008 elections. As of 2021, the second-largest and third-largest parties in the Council are the Green League and the Social Democrats respectively.
The Left Alliance is the Council's fourth-largest party while the Finns are the fifth-largest. The Swedish People's Party is sixth, with the party's support on a steady decline over the years; this can be attributed to the diminishing proportion of Swedish speakers in Helsinki. The agrarian Centre Party, despite being one of the major parties in national politics, has limited support in Helsinki. This is because there are very few farmers in Helsinki.",0
City Council of Dresden,The City Council of Dresden is the elected representative body of the citizens of Dresden that administers the affairs of Dresden a self-governing city kreisfreie Stadt in the Free State of Saxony.,0
Duma of Samara Urban Okrug,"The Duma of Samara Urban Okrug (Russian: Дума городского округа Самара, romanized: Duma gorodskogo okruga Samara) is the city duma of Samara, Russia. A total of 37 deputies are elected for five-year terms. Since 2015, deputies are elected in a two-tier system: district deputies are elected who then elect representatives to the duma. In a 2019 law, the number of representatives was reduced from 41 to 37 while maintaining the two-tier system. In 2020, 210 district deputies were elected who then elected 37 representatives to the duma.",0
Freetown City Council,"Freetown City Council is the municipal government of the city of Freetown, the capital of Sierra Leone. It was established in 1893 and is one of the oldest municipal governments in Africa. The Freetown City Hall, located on Wallace-Johnson Street, is the meeting place and seat of government of the Freetown City Council.The city of Freetown is politically divided into three regions: East End Freetown, Central Freetown and the West End of Freetown, which are subdivided into wards. Members of the Freetown city council, including the mayor, are directly elected every four years by the residents of Freetown and they represent different wards throughout the city.
Members of the Freetown City Councils are known as councillors, except the deputy mayor and the mayor, in whom local executive power is vested within the city of Freetown. The City Council, including the mayor, are responsible for the general management of the city of Freetown. The mayor carry out laws pass by the city council. The Freetown City Council is noted for having its own municipal police forces. The current mayor of Freetown is Her Worship Yvonne Aki-Sawyerr OBE of the All People's Congress (APC).
All appointed members by the mayor must be approved by the Freetown City Council before taking office. Since its founding to present, virtually all mayors of Freetown are members of the Creole ethnic group. Freetown City Council politics has been dominated by the All People's Congress party (APC).
The Freetown City Council is one of the most powerful municipal government in Africa. its powers include, but not limited to: 
Collect local taxes
Responsible for city cleaning and trash collection
Has its own municipal police force
Control streets and petty trading
Issue of business license to shop owners and petty traders
Monitor Motorcycle and bike riders
Remove abandon vehicles off the streets
In charge of cemeteries in Freetown
Supervises and inspect restaurants and local shops",0
Gaborone City Council,"The Gaborone City Council is the governing body of the city of Gaborone, Botswana. In terms of generated revenue, it is the wealthiest council in Botswana. It is composed of 35 councillors representing the wards of Gaborone.",0
Harare City Council,"The Harare City Council is the local governing body of Harare, the capital of Zimbabwe. It is composed of 46 councillors, each representing a different ward. It is headed by the mayor of Harare, who is assisted by a deputy mayor. The current mayor is Jacob Mafume of the Citizens Coalition for Change (CCC), and the deputy mayor is Luckson Mukunguma of the Movement for Democratic Change Alliance (MDC A).",0
Incheon Metropolitan Council,"The Incheon Metropolitan Council (Korean: 인천광역시의회; Hanja: 仁川廣域市議會) is the local council of Incheon.There are a total of 40 members, with 36 members elected in the First-past-the-post voting system and 4 members elected in Party-list proportional representation.",0
Kyiv City Council,"Kyiv City Council (Ukrainian: Київська міська рада, romanized: Kyjivśka miśka rada), also known as Kyjivrada (Ukrainian: Київрада), is the city council of Kyiv municipality, the highest representative body of the city community. The members of city council are directly elected by Kyivans and the council is chaired by the Mayor of Kyiv (who is also directly elected in a separate election independent of the council election) or the City Council Secretary (elected among the council members). The deputies are elected for five-year terms.The council meets in a 1950s City Council building constructed in neo-classical Stalinist architectural style on Khreschatyk, the city's main street.
The most recent Kyiv local election (including Mayoral elections) took place on 25 October 2020.",0
Legislative Assembly of Saint Petersburg,"The Legislative Assembly of Saint Petersburg (Russian: Законода́тельное собра́ние Санкт-Петербу́рга, ЗакС) is the regional parliament of Saint Petersburg, a federal subject (federal city) of Russia. It was established in 1994, succeeding the Leningrad Council of People Deputies (Lensovet).
It is a permanent body, and the supreme and only governing body in St Petersburg. It is located in the Mariinsky Palace. Its powers and duties are defined in the Charter of Saint Petersburg.",0
Moscow City Duma,"The Moscow City Duma (Russian: Московская городская дума, romanized: Moskovskaya gorodskaya duma) is the regional parliament (city duma) of Moscow, a federal subject and the capital city of Russia. As Moscow is one of three federal cities, the city duma's legislation can only be overridden by the mayor and the federal government.",0
Municipal Chamber of Natal,"The Municipal Chamber of Natal is the legislative body of the municipality of Natal, capital of Rio Grande do Norte. It is composed of 29 councillors elected by proportional representation for a 4-year term. It is currently located in the Padre Miguelinho Palace.",0
Municipal council (France),"In France, a municipal council (French: conseil municipal) is an elected body of the commune responsible for ""executing, in its deliberations, the business of the town"" (translated).The council must meet at least once a quarter, or at a request from at least one third of its members, but usually meets once a month. The council manages the smallest French territorial community with legal and financial autonomy, the commune.
Participation in the Municipal council vote as a candidate or as an elector is a privilege given only to European citizens. The British choice and decision to leave the European Union on 1 February 2020 had the consequence that  800 elected conseillers municipaux of British nationality were no longer eligible to be re-elected on 15 March 2020.",0
Municipal council (Netherlands),"In the Netherlands, the municipal council (Dutch: gemeenteraad) is the elected assembly of the municipality. Its main role is laying down the guidelines for the policy of the municipal executive and exercising control over its execution by the mayor and aldermen.
The municipal councils range in size from nine to 45 seats (as in the Amsterdam the capitalcity), depending on the municipality's population, and are elected by the population every four years. In many municipalities all major political parties contest in the election in addition to local parties. In most major, urban municipalities, all major parties are represented in the municipal council, while in smaller and more rural municipalities, only the largest parties and a local party have seats in the municipal council.",0
Ndola City Council,"Ndola City Council is a metropolitan city representative of the city of Ndola. It was formed in 1942 and serves as the sole service delivery supplier of the city of Ndola.The council serves all residential areas in Ndola. However, it has been marred in corruption cases with residents claiming unfair allocation of city land.
== References ==",0
Municipal City Council of Port Louis,"The Municipal City Council of Port Louis (French: Conseil Municipal de Port Louis) also known as Municipality is the local authority responsible for the administration of the city of Port Louis, Port Louis District, Mauritius. The actual Lord Mayor is Daniel Laurent and the Deputy Lord Mayor Marie Désiré Audie Paul Travailleur.",0
Prague City Council,"The Prague City Council, officially the Council of the Capital City of Prague (Czech: Rada hlavního města Prahy (RHMP)), is the executive body of Prague, the capital city of the Czech Republic. It is appointed by the Prague City Assembly, who elects the council from their own members. The council has 11 members, including the Mayor of Prague, four deputy mayors, and six other councillors. Council meetings are held every Tuesday, or otherwise as needed, and, unlike assembly meetings, are closed to the public. Minutes are taken of the meeting, which every citizen has the right to inspect.According to the Act on the Capital City of Prague, the law regulating the government of Prague, the Prague City Council has a similar purpose, status and power as a municipal council and a regional council in the Czech Republic. This is because the Capital City of Prague is a separate type of territorial self-governing entity and is therefore neither a region nor a municipality. The council serves as the executive body of the city, ensures the management of the city according to the budget approved by the city assembly, decides on the distribution of subsidies up to a certain amount, and approves the naming and renaming of streets and public spaces. It also issues regulations of the Capital City of Prague within the devolved jurisdiction.
== References ==",0
Reykjavík City Council,"The City Council is the governing body of the City of Reykjavík, composed of representatives elected by the inhabitants of the city. The council Municipality is responsible for enforcing the issues which that the State has delegated to local authorities.
City Council appoints a mayor and appoints committees under its authority responsible for the daily operations of the city. There are fifteen members of the council and elections are held during the Icelandic Municipal elections every four years. Meetings of the City Council take place on the first and third Tuesday of each month.",0
Riga City Council,"Riga City Council (Latvian: Rīgas dome) is the government of the city of Riga, the capital of Latvia. Its meeting place is in the Riga Town Hall (Rīgas rātsnams) at the Town Hall Square (Rātslaukums) in the very heart of Riga.
The Riga City Council consists of 60 councilors who are elected every 4 years is established on the basis of party factions.
The work of the Riga City Council is organized by the chairman (occasionally simply called as the mayor of Riga), Deputy Mayors, the Presidium, City Executive Director, District Executive Directors, and the staff of municipal institutions and enterprises.
The Presidium of the Riga City Council consists of the chairman of the Riga City Council and the representatives delegated by the political parties or party blocks elected to the city council.
From February to August 2020 the council had been suspended, since it was dissolved by the national authorities due to irregularities concerning waste management. An interim administration of three members headed by Edvīns Balševics, State Secretary of the Ministry of Environmental Protection and Regional Development (lv), was appointed on February 25 to lead the city until snap elections were held. On 29 August 2020, elections were held, with the alliance between Development/For! and The Progressives winning the most seats.",0
Rijeka City Council,"The City Council of the City of Rijeka is the legislative body of the city of Rijeka, Croatia. It is the local self-government representative body of the citizens of the city of Rijeka, in accordance with the Constitution, law and the Statute of the City of Rijeka.
The city council has 31 members who are elected by universal suffrage and secret ballot for a term of four years. National minorities also has right to elect two more members, one Serb and one Italian.The city council has its president and two vice presidents elected by a majority of the vote of all councilors of the city council elected from among its membership. One vice president is elected by the opposition.
City council sessions are public.
== References ==",0
Sevastopol City Council,"The Sevastopol City Council (Russian: Севастопольский городской совет, Ukrainian: Севастопольська міська рада, Crimean Tatar: Aqyar şeer şurası) is the unicameral legislature of the Ukrainian city of Sevastopol. The Council is composed by 76 members.",0
City Council of Singapore,"The City Council of Singapore was the administrative council of the City of Singapore responsible for the provision of water, electricity, gas, roads and bridges and street lighting.It was dissolved in 1959 when Singapore attained self-governance from the British Empire, and it was subsequently abolished upon Singapore's independence from Malaysia in 1965. 
The first fully elected council was elected in 1957, followed with a by-election in 1958. Prior to 1957, franchise was limited and there were appointed members.
It signed the Tebrau and Scudai Rivers Water Agreement and the Johor River Water Agreement with the Johore State Government of Malaya in 1961 and 1962 respectively.",0
Municipal Commission of Singapore,"The Municipal Commission of Singapore was a body created in 1887 by the British colonial government to replace the Municipal Committee that was created in June 1848.The role of the commission was to manage key services for the Town of Singapore, such as utilities, water services and urban planning.The body had commission board members internally elected but ceased from 1913 until 1949, after which it acted like a quasi-municipal government until the City Council of Singapore was created in 1951.",0
Sofia City Council,The Sofia City Council is the legislative body of Sofia Municipality. It consists of 61 councilmen elected via proportional vote by constituents registered within the municipality.,0
Suva City Council,"The Suva City Council is the municipal law-making body of the city of Suva, Fiji's capital.  It consists of 20 Councillors, elected for three-year terms from four multi-member constituencies called wards.  Councillors, who are elected by residents, landowners, and representatives of corporations owning or occupying ratable property in Suva, elect a Lord Mayor and Deputy Lord Mayor from among their own members; they serve one-year terms and are eligible for reelection. Since the dismissal of the councillors by the interim military government the City Council is run by a Special Administrator appointed by the Ministry of Local Government.",0
Taiping Municipal Council,"Taiping Municipal Council (Malay: Majlis Perbandaran Taiping, abbreviated MPT) is the municipal council which administers Taiping in the state of Perak, Malaysia. This council was established after the township. Their jurisdiction covers an area of 186.46 square kilometres.The council consists of the mayor plus twenty-three councillors appointed to serve a one-year term by the Perak State Government. MPT is responsible for public health and sanitation, waste removal and management, town planning, environmental protection and building control, social and economic development and general maintenance functions of urban infrastructure",0
Tolyatti City Duma,"The Tolyatti City Duma (Russian: Тольяттинская городская дума, romanized: Tolyattinskaya gorodskaya duma) is the city duma of Tolyatti, Russia. A total of 35 deputies are elected for five-year terms.",0
Yerevan City Council,"The Yerevan City Council (Armenian: Երևան քաղաքի ավագանի, romanized: Yerevan k’aghak’i avagani, lit. 'Yerevan Council of Elders') is the lawmaking body of the city of Yerevan, the capital and largest city of Armenia. It has 65 members elected by Party-list proportional representation system, headed by the Mayor of Yerevan. The council serves as a check against the mayor in a mayor-council government model.
The council monitors performance of city agencies and makes land use decisions, as well as, legislating on a variety of other issues. The city council also has sole responsibility for approving the city budget and each member is limited to three consecutive terms in office and can run again after a four-year respite.",0
City district,"A city district is a designated administrative division that is generally managed by a local government. It is used to divide a city into several administrative units.
City districts are used in Russia (raion), Pakistan and Croatia (Croatian: gradski kotar or gradska četvrt).
The term is also the English translation for the German: Stadtbezirk, French: arrondissements, Dutch: stadsdeel, Swedish: stadsdel and Polish: dzielnica.",0
Centro district (Córdoba),"The Central District is one of the ten districts of Córdoba, Spain.  it includes the central area of the city.
The Central District is delimited to the west by Av. Del Corregidor, Av. Conde de Vallellano, Av. República Argentina and Av. Mozárabes.  To the north, it is by Av. Of the Freedom and Av. To the Nasir; to the east by Av. Of the Almogávares, 
In the south of the roundabout of the same name, Ronda de Marrubial, Av. De Barcelona, Campo de San Antón and Campo Madre de Dios. To the south by Guadalquivir river in the corresponding section of Ronda de los Mártires, Paseo de la Ribera, Ronda de Isasa and Av. Del Alcázar.",0
Districts of Davao City,"The following is the list of the 182 barangays of Davao City, Philippines, arranged according to the 3 legislative districts and 11 administrative districts of Davao City.",0
Municipal arrondissements of France,"In France, a municipal arrondissement (French: arrondissement municipal [aʁɔ̃dismɑ̃ mynisipal]) is a subdivision of the commune, and is used in the country's three largest cities: Paris, Lyon and Marseille. It functions as an even lower administrative division, with its own mayor. Although usually referred to simply as ""arrondissements"", they should not be confused with departmental arrondissements, which are groupings of communes within one département.",0
City Districts of Pakistan,"City Districts of Pakistan are districts in Pakistan that consists primarily of an urban area, such as a mega city or large metropolitan area. While there are 150 total districts in Pakistan, only 8 had been designated as ""city districts"" in 2001. City Districts were assigned administrative boards responsible for certain areas of governance in their respective areas. The degree of administrative autonomy of these districts similarly varies greatly.",0
Casa del Fundador Gonzalo Suárez Rendón,"The Casa del Fundador Gonzalo Suárez Rendón (English: ""House of the Founder Gonzalo Suárez Rendón"") is a museum and monument in Tunja, the capital of Boyacá, Colombia. It is situated on the central square of Tunja, named Plaza Bolívar, but historically called Plaza Suárez Rendón, honouring the city founder Gonzalo Suárez Rendón, who established Tunja for the Spanish Crown on August 6, 1539. The colonial building, declared a monument in 1959 and designated as museum in 1965, is the only remaining house of a city founder in Latin America and started construction in 1540.",0
List of cities founded by Alexander the Great,"Alexander the Great (356 – 323 BC), a king of ancient Macedon, created one of the largest empires in history by waging an extensive military campaign throughout Asia. Alexander was groomed for rulership from an early age and acceded to the throne after the assassination of his father, Philip II. After subduing rebellious vassals, he invaded the Persian Achaemenid Empire in 334 BC. Alexander swiftly conquered large areas of Western Asia and Egypt before defeating the Persian king Darius III in battle at Issus and Gaugamela. Achieving complete domination over the former lands of the Achaemenids by 327 BC, Alexander attempted to conquer India but turned back after his weary troops mutinied. Following his death aged thirty-two in Babylon in 323 BC, his empire disintegrated in a series of civil wars fought between his followers.Alexander founded numerous settlements during his campaigns, naming them after himself or close followers. These have been the subject of intense debate, as the accounts of ancient and medieval scholars differ wildly and are often contradictory. Plutarch provides the maximum estimate of seventy cities in his Life of Alexander, but most texts attest to between ten and twenty foundations. The Greek Alexander Romance lists between nine and thirteen cities, depending on the recension; the Syriac, Armenian, Hebrew, and Ethiopic versions of the Romance also record twelve or thirteen foundations. Persian sources such as al-Tabari, al-Dinawari, Hamza al-Isfahani, and Qudama ascribe between nine and twelve settlements to Alexander. Stephanus of Byzantium recorded around twenty settlements. Some authors additionally document the number of cities established in a specific area: for example, Strabo records that Alexander founded eight cities in Bactria. The accounts of Alexander's campaigns, primarily those of Arrian, Plutarch, Diodorus, Curtius Rufus, and Justin, provide supplementary evidence. Finally, the geographers Eratosthenes, Ptolemy, and Pliny draw upon the otherwise-lost evidence of Alexander's bematist distance-measurers.When attempting to decipher the above sources, modern scholars face numerous problems. Classical writers tended to name every settlement a polis (πόλις, 'city'), from large population centres to small military garrisons; this leads to much confusion, especially considering the possibility that a settlement started out as a military colony and only later grew into a true polis. Although it is often said that Alexander named all his foundations after himself, this is incorrect; nonetheless, the abundance of these settlements led to many taking on epithets such as Eschate or Oxeiana. As some settlements may have taken on multiple such sobriquets, it is likely that ""different authors, undoubtedly reflecting different local traditions, might have been referring to the same Alexandreia by different epithets"", in the words of the historian Getzel Cohen. In addition, the precise locations of many foundations are unknown. The classicist William Woodthorpe Tarn noted on the matter that ""the difficulties of the subject are considerable, the margin of uncertainty often substantial, the sources of confusion numerous"".",0
List of New York City historical anniversaries,"A number of New York City historical anniversaries have been commemorated as civic events by centennials and at similar landmark dates. Several of these could be considered founding myths of the city, though there have been disagreements on when it was actually ""founded"". For example, the Seal of New York City has been variously marked by the years 1686, 1664 and 1625 over its history, by steps attributing an earlier founding date. Sometimes these anniversaries have occasioned major celebrations, and sometimes not.",0
List of founding dates of North Dakota incorporated cities,This list contains the founding dates of North Dakota incorporated cities.,0
Founding of Rome,"The founding of Rome is a legendary event much embellished by later Roman myth. Archaeological evidence indicates that Rome was developed from earlier hilltop villages and was never so singularly founded. Habitation of the Italian peninsula goes back far into prehistory; evidence of settlement on the Capitoline hill goes back to 1700–1350 BC, in line with more general archaeological evidence of settled habitation c. 1600 BC. Evidence of graves on the site goes back to 1000 BC. Likely influenced by a trend for city-state formation emerging from Greece, these hilltop settlements agglomerated into a single polity by the later eighth century BC.
Contrary to the gradual account given by material evidence, the Romans believed that their city was founded by the legendary king Romulus at a specific time and date, the most famous of which is 21 April 753 BC given by Marcus Terentius Varro in the first century BC. Other dates, however, are scattered through the Roman tradition. Roman myth cast Romulus and his brother Remus as sons of Mars and princes from the royal line of Alba Longa, a city which itself had been founded by Aeneas following his departure from Ilium after the fall of Troy. Almost no historians take these myths as historical and there is no evidence of Alba Longa's historicity. The alleged royal line connecting Romulus and Remus to Aeneas is almost certainly an antiquarian fiction from the third century BC.",0
1819 Singapore Treaty,"The signing of the Treaty of Singapore on 6 February, 1819 is officially recognised as the founding of Singapore. The Treaty allowed the British East India Company to open up a trading post in Singapore, marking the beginning of a British settlement. And because Singapore was also a major trading port in ancient times, it is often referred to as the founding of modern Singapore to reflect this fact and the long history of Singapore actually stretches way back.The government of the Republic of Singapore has twice held major commemorative events to mark the 150th and 200th anniversaries of 6 February 1819 as Singapore's modern founding. The colonial government also did so in the past.But there has been disagreement about what 6 February 1819 represents and means for Singapore. Some are critical about it while others with more positive views.",0
Founding years of modern Singapore,"The establishment of a British trading post in Singapore in 1819 by Sir Stamford Raffles led to its founding as a British colony in 1824. This event has generally been understood to mark the founding of colonial Singapore, a break from its status as a port in ancient times during the Srivijaya and Majapahit eras, and later, as part of the Sultanate of Malacca and the Johor Sultanate.",0
2015 Brussels lockdown,"From 21 to 25 November 2015, the government of Belgium imposed a security lockdown on Brussels, including the closure of shops, schools, public transportation, due to information about potential terrorist attacks in the wake of the series of coordinated terrorist attacks in Paris by Islamic State of Iraq and the Levant on 13 November. One of the perpetrators of the attack, Belgian-born French national Salah Abdeslam, was thought to be hiding in the city. As a result of warnings of a serious and imminent threat, the terror alert level was raised to the highest level (four) across the Brussels metropolitan area, and people were advised not to congregate publicly, effectively putting the city under lockdown.",0
Enhanced community quarantine in Luzon,"The enhanced community quarantine in Luzon was a series of stay-at-home orders and cordon sanitaire measures implemented by the Inter-Agency Task Force for the Management of Emerging Infectious Diseases (IATF-EID) on the island of Luzon and its associated islands. It is part of the COVID-19 community quarantines in the Philippines, a larger scale of COVID-19 containment measures with varying degrees of strictness. The ""enhanced community quarantine"" (ECQ) is the strictest of these measures and is effectively a total lockdown.
There were three instances of the ECQ being implemented in Luzon. The first ECQ and first MECQ were implemented between March 17 and May 31, 2020. This was announced on March 16, two days after the government of the Philippines under Rodrigo Duterte placed Metro Manila under a ""community quarantine"" on March 14. It was implemented throughout Luzon from March 17 until May 15, and remained in areas with a moderate to high risk of infection until May 31. New degrees such as ""modified enhanced community quarantine"" (MECQ) and ""general community quarantine"" (GCQ) were introduced by the IATF-EID during the month of May as easing restrictions commenced, until all restrictions under ECQ and MECQ were downgraded to GCQ and ""modified general community quarantine"" (MGCQ) on June 1.
After two months of a relaxed GCQ status, a second MECQ was reimplemented in Metro Manila and its immediate surrounding provinces on August 4 and was lifted on August 18. Finally, on January 24, 2021, a second ECQ was restored in Tabuk while an MECQ was raised in four more municipalities in Kalinga. It was lifted on February 15. Due to a recent spike in COVID cases, especially in the Greater Manila Area, a third ECQ was reimplemented for the Holy Week starting on March 29 until April 4, which has since been extended until April 11, 2021.
The ECQ affected around 57 million people in Luzon during its peak. It also resulted in the mobilization of the national and local governments, with the  Bayanihan to Heal as One Act passed to combat the epidemic. The effectiveness of the ECQ implementation was noted by a study made by the University of the Philippines, although there were also several documented cases of violations of ECQ regulations. Authorities then pushed for stricter enforcement, which in turn raised concerns of human rights violations.",0
COVID-19 pandemic in Cambodia,"The COVID-19 pandemic in Cambodia was a part of the ongoing worldwide pandemic of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The first imported case in Cambodia was detected in Sihanoukville on 27 January 2020. Although a number of imported cases and transmission to direct contacts were confirmed throughout 2020, no community transmission was detected until 29 November 2020. As of July 2021, Phnom Penh has been the most affected province with the majority of infections and deaths. Banteay Meanchey has the second-highest number of infections, whereas Kandal has second-highest number of deaths.The public health response is led by the Ministry of Health with support from the U.S. Centers for Disease Control and Prevention, World Health Organization and Institut Pasteur du Cambodge. Contact tracing, quarantining, screening of arrivals and public messaging related to hygiene, social distancing and mask wearing have been central to the containment strategy. According to Global Health Security Index's report in 2019, Cambodia ranked 89th out of 195 countries in preparedness for infectious disease outbreak.Cambodia's initial response was slow - during the initial outbreak in China, few international travel restrictions were introduced, Cambodian citizens were not evacuated from Wuhan and Prime Minister Hun Sen downplayed the threat. Cambodia allowed passengers of cruise ship MS Westerdam to disembark in February after it was refused entry to other countries. Starting in March as the pandemic spread globally, Cambodia established its national response committee, introduced restrictions on arrival, closed education institutions, garment factories and entertainment venues, and major public holidays were cancelled. A controversial State of Emergency Law was passed in April 2020 but has not been implemented to date. Most restrictions within the country were lifted by September. In November, some restrictions were reinstated in Phnom Penh and thousands of Cambodian government employees and contacts went into quarantine following a one day-visit by Hungarian Foreign Minister Péter Szijjártó, who tested positive after arriving in Bangkok. On 29 November, the first community transmission cluster was detected in Phnom Penh, with the virus suspected to have entered the country sometime during October and circulated undetected. The country began its vaccination programme and detected its largest outbreak to date in February 2021 thought to be related to a Phnom Penh quarantine breach that led to outbreaks at nightlife venues. Cambodia reported its first death on 11 March 2021. As Lineage B.1.1.7 spread in the capital's markets and garment factories, a curfew was later strengthened to the country's first lockdown across the entirety of Phnom Penh and Takhmau in April 2021 as the WHO warned Cambodia's healthcare system was at risk of becoming overwhelmed. Provincial authorities later introduced restrictions elsewhere as outbreaks occurred.Cambodia's response up to July 2020 and its welcoming of the MS Westerdam were praised by the World Health Organization. Criticism has included Prime Minister Hun Sen's downplaying of the risk of an outbreak during the early stages of the pandemic, persecution of critics and testing and surveillance procedures, particularly in overcrowded prisons. The pandemic has had a severe impact on the economy, notably the tourism and garment sectors, with projections of a lasting increase in poverty, debt and unemployment.",0
2022 Shanghai COVID-19 outbreak,"A COVID-19 outbreak in the city of Shanghai, China began on February 28, 2022, and ended on August 7, 2022. The outbreak was caused by the Omicron variant and became the most widespread in Shanghai since the pandemic began two years prior. Authorities responded with mass COVID-19 testing and a strict lockdown of the city in an effort to uphold China's zero-COVID policy; the latter marked the largest one in the country since the lockdown of Hubei in early 2020. The outbreak caused substantial economic and social disruption across Shanghai with consequences felt elsewhere, and led to the spread of COVID-19 to other parts of China, including Beijing, Guangdong, and Hunan.",0
COVID-19 lockdown in China,"On 23 January 2020, the central government of China imposed a lockdown in Wuhan and other cities in Hubei in an effort to quarantine the center of an outbreak of COVID-19; this action was commonly referred to as the Wuhan lockdown (Chinese: 武汉封城; pinyin: Wǔhàn fēng chéng). The World Health Organization (WHO), although stating that it was beyond its own guidelines, commended the move, calling it ""unprecedented in public health history"".The lockdown in Wuhan set the precedent for similar measures in other Chinese cities. Within hours of the Wuhan lockdown, travel restrictions were also imposed on the nearby cities of Huanggang and Ezhou, and were eventually imposed on all 15 other cities in Hubei, affecting a total of about 57 million people. On 2 February 2020, Wenzhou, Zhejiang, implemented a seven-day lockdown in which only one person per household was allowed to exit once each two days, and most of the highway exits were closed. On 13 March 2020, Huangshi and Qianjiang became the first Hubei cities to remove strict travel restrictions within part or all of their administrative confines. On 8 April 2020, the Wuhan lockdown officially ended. The lockdown, combined with other public health measures in early 2020, succeeded in suppressing virus transmission and averted a more widespread outbreak in China.Subsequent lockdowns were introduced in other regions of China in response to localised outbreaks during the two years following. The largest of these was Shanghai in early 2022.
Some Western observers, such as Amnesty International, were initially skeptical of the lockdown; however, as the COVID-19 pandemic spread to other countries and territories, similar measures were enacted around the globe.
A series of protests in mainland China against COVID-19 lockdowns began in November 2022.
On 7 December 2022, China's National Health Commission in a 10-point announcement stipulated that negative COVID-19 tests would no longer be required, apart from vulnerable areas such as nurseries, elderly care facilities and schools.",0
2020–21 Singapore circuit breaker measures,"The 2020–21 Singapore circuit breaker measures were a stay-at-home order and cordon sanitaire implemented as a preventive measure by the Government of Singapore in response to the COVID-19 pandemic in the country on 7 April 2020.
The measures were brought into legal effect by the Minister for Health with the COVID-19 (Temporary Measures) (Control Order) Regulations 2020, published on 7 April 2020. Singapore was enjoying zero COVID cases until these were changed due to the Delta and Omicron COVID-19 variant from 8 May 2021 to 29 March 2022.With its relative success in curbing the early spread of the virus in Singapore, the term ""circuit breaker"" and its measures was subsequently adopted by other countries, particularly in Canada and the United Kingdom.",0
Almaty Museum,"The Almaty Museum is a history museum in Almaty, Kazakhstan, located in the former building of the Vernensky Children's Orphanage. It features exhibits on the history of the city.",0
Arévalo History Museum,"The Museo de Historia de Arévalo or Arévalo History Museum in English (also known as Arevalorum), is a museum devoted to the history of the town of Arévalo in the province of Avila, Spain.
The town is known for its medieval buildings and the fact that Isabella I of Castile spent her childhood there.
The museum is located in the ancient Sexmos´s House and is run by the Arévalo town hall.",0
Athens City Museum,"Athens City Museum (Vouros-Eutaxias Foundation) is an art museum and former royal residence in Athens, Greece. It houses a collection of Athens-related items collected by art collector Lambros Eutaxias (1905-1996). The collection includes antiquities, Byzantine art, sculptures, paintings, drawings, photographs and metal, glass and textile works. It also includes furniture arranged in typical living rooms of the Athenian aristocracy of the 19th century.
This building was the first royal palace of Greece under the reign of King Otto of Greece.",0
Borovichi Museum,"Borovichi Museum, or formally, The Museum of the history of the city of Borovichi and Borovichi krai (Russian: Музей истории города Боровичи и Боровичского края) is a local history museum in the city of Borovichi, in Novgorod Oblast, Russia. It is one of the oldest museums in the region.The museum, initially dedicated to the lives and times of Vasily Zhukovsky and Nikolai Gogol, was founded in May 1918 by the board of the Borovichi District Department of Public Education. The museum was closed between 1926 and 1927, but reopened in 1928 due to the efforts of Sergei Nikolayevich Porshnyakov (1889-1992), who became the first director of the museum.",0
Bratislava City Museum,"The Bratislava City Museum (Slovak: Múzeum mesta Bratislavy, abbr. MMB) is a museum in Bratislava, Slovakia, established in 1868. Its headquarters are located in the Old Town, near the Main Square at the Old Town Hall. The museum is owned by one of the 11 allowance organizations of the City of Bratislava.The museum documents the history of Bratislava from the earliest periods until the 20th century. The Bratislava City Museum is the oldest museum in continuous operation in Slovakia.",0
Chiayi Municipal Museum,"The Chiayi Municipal Museum (traditional Chinese: 嘉義市立博物館; simplified Chinese: 嘉义市立博物馆; pinyin: Jiāyì Shìlì Bówùguǎn) is a museum in East District, Chiayi City, Taiwan.",0
