title,summary,category
Morris Park station (Metro-North),Morris Park station is a planned passenger rail station on the MetroNorth Railroad New Haven Line to be located in Morris Park Bronx The station is planned to open in 2027 as part of the Penn Station Access project It will be located at Morris Park Avenue adjacent to the Albert Einstein College of Medicine with entrances from both sides of the tracks ,-1
Stanley J.F. Philpott,Stanley John Francis Philpott 18881952 was a British psychologist and educator Philpott trained as a teacher in Exeter and spent many years in the teaching profession He also conducted research on mental efficiency which involved the administration of a range of intelligence tests he developed and their measurement over time In 1932 he was awarded a DSc by the University of London for this work The findings were published in a monograph of the British Journal of Psychology Twenty years later there was further discussion about his work in an issue of that journalPhilpott was for many years Treasurer and then President of the British Psychological Society He ensured that the growing society was on a clear financial basis and also convinced the British Board of Trade that the name which the Society had held for 25 years should be formally registered He also served on the boards of the British Association for the Advancement of Science ,-1
"Solar eclipse of May 20, 2069",A partial solar eclipse will occur on May 20 2069 A solar eclipse occurs when the Moon passes between Earth and the Sun thereby totally or partly obscuring the image of the Sun for a viewer on Earth A partial solar eclipse occurs in the polar regions of the Earth when the center of the Moons shadow misses the Earth This event will mark the beginning of Solar Saros 158 This is the third eclipse this season First eclipse this season April 21 2069  Partial Solar Eclipse Second eclipse this season May 56 2069  Total Lunar Eclipse ,-1
Frank Vining Smith,Frank Vining Smith 1879  July 30 1967 was an American marine painter who specialized in sailing ships His paintings can be seen at the Eastern Yacht Club and the Grosse Pointe Yacht Club  References  ,-1
Marc T. Treadwell,Marc Thomas Treadwell born August 6 1955 is the Chief United States district judge of the United States District Court for the Middle District of Georgia ,-1
Virosphere,Virosphere virus diversity virus world global virosphere was coined to refer to all those places in which viruses are found or which are affected by viruses However more recently virosphere has also been used to refer to the pool of viruses that occurs in all hosts and all environments as well as viruses associated with specific types of hosts prokaryotic virosphere archaeal virosphere Invertebrate virosphere type of genome RNA virosphere dsDNA virosphere or ecological niche marine virosphere ,-1
FC Kuressaare,FC Kuressaare commonly known as Kuressaare is an Estonian professional football club based in Kuressaare Saaremaa island The clubs home ground is Kuressaare linnastaadion Founded on 14 March 1997 the club competes in the Meistriliiga the top tier of Estonian football ,-1
Chana Blanksztejn,Chana Blanksztejn was a PolishJewish writer and journalist active in Vilna in the 1920s Known for her fight for womens suffrage she unsuccessfully ran in the 1922 Polish legislative election as a candidate of the Jewish Democratic Peoples Block Polish ydowski Demokratyczny Blok Ludowy of Folkspartei ,-1
Karapa mandal,Karapa mandal is one of the 21 mandals in Kakinada District of Andhra Pradesh As per census 2011 there are 19 villages ,-1
Mulepen Creek,Mulepen Creek is a stream in the US state of Georgia It is a tributary to the Ohoopee RiverMulepen Creek was named for a mule corral near its course The name sometimes is spelled out as Mule Pen Creek  References  ,-1
Clan Hope,Clan Hope is a Scottish clan of the Scottish Lowlands ,-1
1957 FA Charity Shield,The 1957 FA Charity Shield was the 35th FA Charity Shield an annual football match held between the winners of the previous seasons Football League and FA Cup competitions The match was contested by Manchester United who had won the 195657 Football League and Aston Villa who had won the 195657 FA Cup at Old Trafford Manchester on 22 October 1957 Manchester United won the match 40 with Tommy Taylor scoring a hattrick and Johnny Berry adding a penalty ,-1
Gerard George Fitzgerald,Gerard George Fitzgerald 10 October 1832  7 June 1904 was a 19thcentury Member of Parliament in New Zealand Like his brother James FitzGerald he was a journalist of considerable ability and cofounded The Southland Times in 1862 For the last 19 years of his life he was editor of The Timaru Herald ,-1
Semioptila,Semioptila is a genus of moths in the family Himantopteridae ,-1
Arado E.581-4,The Arado E5814 was a German flying wing bomber project It had three landing gears and an unusually low fuselage ,-1
Real Madrid (Puerto Rico),Real Madrid is a Puerto Rican soccer team established in 2009 Its home base is Bayamon Puerto Rico and they play at the Juan Ramon Loubriel Stadium and they will play in the Puerto Rico Soccer League in 2010 ,-1
"Kromy, Oryol Oblast",Kromy Russian  is an urban locality an urbantype settlement and the administrative center of Kromskoy District of Oryol Oblast Russia located on the Kroma River a tributary of the Oka 36 kilometers 22 mi southwest of Oryol Population 6733 2010 Census 7194 2002 Census 7082 1989 CensusIt was first chronicled in 1147 the same year as Moscow It was a seat of one of the Upper Oka Principalities of the 15th century In 1595 it was fortified by Boris Godunov in order to defend the Grand Duchy of Moscow from the Tatar raids During the Time of Troubles it gained nationwide renown as a major stronghold of the rebels such as the Don Cossacks led by Andrey Korela and Ivan Bolotnikovs generalsKromy was an important agricultural center throughout the 19th century A railway from Moscow to Kharkov reached it in the 1850s A large Neoclassical cathedral dates from this period Kromy was contested by Anton Denikins forces and the Red Army in October 1919Kromy lost its town status and was demoted to an urbantype settlement in 1924  References  ,-1
"1,1,1,2-Tetrachloroethane",1112Tetrachloroethane is a chlorinated hydrocarbon It is a colorless liquid with a sweet chloroformlike odor It is used as a solvent and in the production of wood stains and varnishes ,1
Ghada Shouaa,Ghada Shouaa Arabic   born September 10 1972 is a retired Syrian heptathlete At the 1996 Summer Olympics she won her countrys first and only Olympic gold medal She was also a World and Asian heptathlon champion She is considered one of the best Asian and Arab female athletes of all time She was a Syrian flag bearer at the opening ceremony of the 1996 Atlanta OlympicsShe has represented Syria in her two strongest multievent disciplines the individual high jump and long jump events She holds the Syrian high jump records with 187 m outdoors 1996 in javelin with 5482 m 1999 in 200 m with 2378 1996 in long jump with 677 1996 and in shot put with 1625 1999Shuaas heptathlon results include finishing 25th at the 1992 Barcelona Olympics 24th at the 1991 World Championships third at the 1999 World Athletics Championships and first at the 1994 Asian Games She is also multiple gold medalist at the Arab Athletics Championships With a performance of 6942 points at the HypoMeeting which moved her into the world alltime Top 25 and she went down in history as the best Asian and Arab heptathleteShouaas career coincided with those of older compatriot threetime Olympic champion and fourtime World champion legend Jackie JoynerKersee and Olympic champion Denise Lewis ,-1
List of Don't Be Tardy episodes,Dont Be Tardy is an American reality television series aired on Bravo that debuted on April 26 2012 as Dont Be Tardy For The Wedding It is a spinoff of The Real Housewives of Atlanta The series features Kim Zolciak her husband Kroy Biermann and her family The first season documented the couple as they prepared for their wedding as well as documenting the wedding day itself It was announced in November 2012 that the series had been renamed to its current title upon renewal Later seasons follow the daytoday lives of the ZolciakBiermann family As of October 6 2020 95 episodes of Dont Be Tardy have aired ,-1
Šumavské Hoštice,umavsk Hotice is a municipality and village in Prachatice District in the South Bohemian Region of the Czech Republic It has about 400 inhabitants umavsk Hotice lies approximately 10 kilometres 6 mi west of Prachatice 45 km 28 mi west of esk Budjovice and 123 km 76 mi south of Prague ,-1
Nydalens SK,Nydalens Skiklub is a Norwegian sports club from Nydalen Oslo It was founded in 1886 1886 and has sections for orienteering Nordic skiing and ski orienteering The club organized national ski jumping competitions regularly from 1891 to 1953 and had its own ski jumping venue at Korsvoll In orienteering the club won national championships in relay in 1954 men 1968 women 1996 1997 and 1999 men and 2000 and 2005 women The club organized the national orienteering championships in relay in 1953 the individual Norwegian championships in orienteering in 1961 and the national championships in 1999 Among the successful orienteers from the club are Bjrnar Valstad Astrid Hansen Elisabeth Ingvaldsen Marianne Andersen and Carl Henrik Bjrseth The club won the womens relay competition in Tiomila in 2006The club has around 500 members They hosted the 2012 Norwegian championships in orienteering in Maridalen  References  ,-1
François Pierre Barry,FranoisPierreBernard Barry 13 May 1813 Marseille  3 September 1905 SaintLaurentduVar was a French painter who specialized in maritime scenes ,-1
Aethes annosa,Aethes annosa is a species of moth of the family Tortricidae It is found in Peru  References  ,-1
Bobby Nardella,Robert Virgil Nardella III born April 22 1996 is an American professional ice hockey defenseman for HV71 in the Swedish Hockey League SHL ,-1
List of people with surname Cohen,This is an alphabetical list of people with surname Cohen or in a few cases a doublebarrelled surname that includes Cohen For variant spellings of this name see the pages for Cohn Kohn and Coen ,-1
Comox—Powell River,ComoxPowell River was a federal electoral district in British Columbia Canada that was represented in the House of Commons of Canada from 1979 to 1988 This riding was created in 1976 from parts of Coast Chilcotin ComoxAlberni and Skeena ridings It was abolished in 1987 when it was redistributed into ComoxAlberni and North IslandPowell River ridings It consisted of the Mount Waddington Regional District the Powell River Regional District except Lasqueti Island and the adjacent smaller islands the ComoxStrathcona Regional District the Central Coast Regional District the southern part of the KitimatStikine Regional District ie the part lying south of a line drawn from east to west along Finlayson Channel Sarah Passage Tolmie Channel Meyers Passage and Laredo Sound and the Sunshine Coast Regional District ,-1
Mario Moschi,Mario Moschi 6 May 1896  26 May 1971 was an Italian sculptor His work was part of the sculpture event in the art competition at the 1936 Summer Olympics ,-1
Krigia,Krigia is a genus of North American flowering plants in the family Asteraceae Plants of the genus are known generally as dwarf dandelions or dwarfdandelionsThe species vary in morphology They are annual or perennial herbs growing from a fibrous root system or a taproot One species has rhizomes with tubers The plants produce a single stem or up to 50 or more usually growing erect reaching a few centimeters to 75 centimeters tall Most of the leaves are basal but some stems have leaves higher up The blades are often linear to lanceshaped toothed or lobed and borne on winged petioles The flower heads are solitary growing at the top of the stem or on stalks from the leaf axils They contain up to 60 yellow or orange flowers The fruit is a hairless ribbed cypsela sometimes with a pappus SpeciesKrigia biflora  twoflower dwarfdandelion orange dwarfdandelion tall dwarfdandelion  most of eastern central  southwestern USA plus central Canada Krigia caroliniana Krigia cespitosa  weedy dwarfdandelion common dwarfdandelion oppositeleaved dwarfdandelion  southeastern  southcentral United States Krigia dandelion  potato dwarfdandelion colonial dwarfdandelion tuber dandelion  southeastern  southcentral United States Krigia integrifolia  Allegheny Mountains Krigia montana  mountain dwarfdandelion  southern Appalachians Krigia occidentalis  western dwarfdandelion  southcentral USA Krigia virginica  Virginia dwarfdandelion  eastern  southcentral United States Ontario British Columbia Krigia wrightii  Wrights dwarfdandelion  southcentral USA  References  ,-1
F. H. Maynard,Air Vice Marshal Forster Herbert Martin Sammy Maynard 1 May 1893  26 January 1976 was a senior commander in the Royal Air Force and a flying ace credited with six aerial victories during the First World War He also served as the Air Officer Commanding Malta during the early part of the Second World War His son Nigel Maynard also became an air marshal in the RAF ,-1
"Paisley Corners, Illinois",Paisley Corners is an unincorporated community in Bond County Illinois United States Paisley Corners is located on Illinois Route 127 northwest of Greenville  References  ,-1
Polypterus endlicheri,Polypterus endlicheri Heckel 1847 the saddled bichir is one of the largest species of the Polypterus genus of freshwater fish Named in honor of botanist Stephan Endlicher 18041849 who apparently discovered the species in the fish collection at the Naturhistorisches Museum Vienna ,-1
Adalberto García,Adalberto Batista Garcia born 31 August 1967 is a Brazilian longdistance runner He competed in the mens 5000 metres at the 1996 Summer Olympics ,-1
Craig Barrett (chief executive),Craig R Barrett born August 29 1939 is an American business executive who served as the chairman of the board of Intel Corporation until May 2009 He became CEO of Intel in 1998 a position he held for seven years After retiring from Intel Barrett joined the faculty at Thunderbird School of Global Management in Phoenix ,-1
Bi Hongyong,Bi Hongyong born 16 November 1974 is a retired Chinese high jumper He finished twelfth at the 1995 World Championships clearing only 215 metres 7 ft 1 in after jumping 227 m 7 ft 5 in in the qualification round He won the Asian Junior Championships in 1992 He is a twotime national champion for PR China in the mens high jump event ,-1
Sellerio Editore,Sellerio Editore is an Italian publisher founded in 1969 in Palermo by Elvira Giorgianni and her husband Enzo Sellerio encouraged by the writer Leonardo Sciascia and the anthropologist Antonino Buttitta ,-1
Timestamp,A timestamp is a sequence of characters or encoded information identifying when a certain event occurred usually giving date and time of day sometimes accurate to a small fraction of a second Timestamps do not have to be based on some absolute notion of time however They can have any epoch can be relative to any arbitrary time such as the poweron time of a system or to some arbitrary time in the past ,1
Hallgrímur Helgason,Hallgrmur Helgason born February 18 1959 in Reykjavk is an Icelandic painter novelist translator and columnist ,-1
Oratório (São Paulo Metro),Oratrio is a station on Line 15Silver of the So Paulo Metro opened on August 30 2014 When concluded the line will connect Vila Prudente to the district of Cidade Tiradentes Oratrio station is placed in the confluence between Avenues Prof Luis Incio de Anhaia Melo and do Oratrio in the borough of Jardim Independncia district of So Lucas in the Eastside of the cityCurrently there are plans to privatize the line Former Governor Geraldo Alckmin announced in a reunion of the managing council of PublicPrivate Partnerships that the lines 15Silver and 17Gold will be conceded to the private initiative because of the financial difficulties of the state in the expansion and maintenance of the metropolitan network ,-1
Robert I. Toll,Robert Irwin Toll December 30 1940  October 7 2022 was an American businessman who cofounded the luxury homebuilder company Toll Brothers ,-1
Innsbruck Nature Film Festival,The Innsbruck Nature Film Festival INFF is an annually held film competition on the topics of nature and environment based in Innsbruck Austria The festival is part of the Green Film Network an international association of environmental film festivals with the common goal to raise the awareness of environmental topics The festival was founded in 2013 by festival director Johannes Kostenzer ,-1
Haraldur Magnús,Haraldur Frankln Magns born 16 March 1991 is an Icelandic professional golfer who plays on the Challenge Tour He participated in the 2018 Open Championship becoming the first Icelandic golfer to compete in a mens major golf championship ,-1
Bajil District,Bajil District is a district of the Al Hudaydah Governorate Yemen As of 2003 the district had a population of 169884 inhabitants  References  ,-1
Connecticut State Navy,The Connecticut State Navy was the colonial and later state navy of Connecticut during the American Revolutionary War Established in 1775 all of its ships were destroyed or captured by 1779 In the remaining years of the war a few smaller ships were commissioned to interdict smuggling between the Connecticut shore and Torycontrolled Long Island One the Connecticut Navys most distinctive commissions was the Turtle a submarine whose use in New York harbor in 1776 constitutes the first documented instance of submarine warfare ,-1
Konro,Konro is an Indonesian rib soup originating with the Makassarese people of South Sulawesi Usually this soup was made with ribs such as spareribs or beef as main ingredient The soup is brownblack in color and eaten either with burasa or ketupat cut into bitesize pieces or rice The spicy and strongtasting soup is made from a mixture of rich spices which includes coriander keluwak Pangium edule a fruit that gives it its blackish color also small amount of nutmeg turmeric galangal cinnamon tamarind lemongrass clove and salam Indonesian bayleaf ,-1
Inthanon Sithchamuang,Tanawat Phonnaku also known as Inthanon Sithchamuang born January 12 1987 in Sakon Nakhon province is a Thai professional boxer ,-1
Snow Shark,Snow Shark Ancient Snow Beast is a 2012 American horror film written and directed by Sam Qualiana and produced by Richard Chizmar Marc Makowski and Greg Lamberson The film stars Qualiana alongside Michael OHare Kathy Murphy C J Qualiana Jackey Hall and Andrew Elias The film follows the residents of a small town who are terrorized by a prehistoric maneating shark that can swim through snow Production on Snow Shark began in early 2011 The film primarily uses practical effects rather than computergenerated imagery and its budget was partially financed by a campaign on the crowdfunding website Indiegogo The film which was shot in Lockport New York premiered at Dipsons Amherst Theatre on April 10 2012 and received mixed reviews The film was released on DVD by Independent Entertainment ,-1
Neotimyra warkapiensis,Neotimyra warkapiensis is a moth in the family Lecithoceridae It was described by KyuTek Park in 2011 It is found on New Guinea  References  ,-1
Cynewulf of Lindisfarne,Cynewulf of Lindisfarne was appointed as Bishop of Lindisfarne in either 737 or 740 He resigned the see in 779 or 780 and died in 782 or 783In 750 Cynewulf was imprisoned by Eadberht of Northumbria for giving sanctuary to Prince Offa during a dynastic clash Some 19thcentury scholars believed him to be Cynewulf the poet only known through the runic signature appearing in several Old English poems Besides the fact that the dialect used in these poems shows features of Northumbrian Old English there is no solid proof for this theory ,-1
Maine Windjammers,The Maine Windjammers were a professional basketball team based out of Bangor Maine playing home games at the Bangor Auditorium It was affiliated with the Continental Basketball Association CBA It existed during the CBAs 198586 season After that season the team was dropped and it would be a decade before a basketball team would return to Maine with the Portland Wave a team in the USBL  References  ,-1
Sabam Sirait,Sabam Gunung Panangian Sirait 13 October 1936  29 September 2021 was a senior Indonesian politician He was a member of the DPD RI from 15 January 2018 until his death on 29 September 2021 Sabam is the father of the Indonesian House of Representatives and PDIP member Maruarar Sirait ,-1
Clean Waters Restoration Act,On November 3 1966 President Lyndon Johnson signed the Clean Waters Restoration Act The previous years Water Quality Act required the states to establish and enforce water quality standards for all interstate waters that flowed through their boundaries To make that possible the Clean Waters Restoration Act provided federal funds for the construction of sewage treatment plants This act and others that followed over the next decade had a significant impact in reducing pollution and restoring rivers ,-1
Julio J. Casal,Julio J Casal 18 June 1889 Montevideo  7 December 1954 was an Uruguayan poet and criticCasal was the founder of the literary magazine Alfar He edited the poetry anthology Exposicin de la poesa uruguaya Casal died in 1954 His daughter Selva Casal is also a renowned poet ,-1
Zbigniew Beta,Zbigniew Beta born 2 July 1953 is a retired Polish long jumper He won the bronze medal at the 1975 European Indoor Championships He became Polish champion in 1973 and Polish indoor champion in 1975His personal best jump was 777 metres achieved in May 1974 in Warsaw He had 782 metres on the indoor track achieved in March 1975 in Katowice  References  ,-1
Feld am See,Feld am See Slovene Obernec is a municipality in the district of VillachLand in the Austrian state of Carinthia ,-1
DJ Dougal,DJ Dougal real name Paul Arnold Clarke born 1975 is a British UK Hardcore and Happy Hardcore artist and DJ ,-1
Fibularis tertius,In human anatomy the fibularis tertius also known as the peroneus tertius is a muscle in the anterior compartment of the leg It acts to tilt the sole of the foot away from the midline of the body eversion and to pull the foot upward toward the body dorsiflexion ,-1
2000 Rugby League World Cup Group D,Group D of the 2000 Rugby League World Cup is one of the four groups in the 2000 Rugby League World Cup ,-1
A5-class customs vessels,The A5 class was a type of patrolcustoms vessels of the Hellenic Navy two of which were built at the Lavrion Shipyards in 1930 based on Italian designs They were armed with a 76 mm gun a machine gun as well as depth charges Both were destroyed during WWII 1941 the first bombed by RAF after it had been seized by the Germans ,-1
"Usuda, Nagano",Usuda  Usudamachi was a town located in Minamisaku District Nagano Prefecture Japan It is the farthest point in the country away from the sea although the nearby town of Saku claims to hold this distinction as well As of 2003 the town has an estimated population of 15731 and a density of 18905 persons per km The total area is 8321 km ,-1
Andrey Kumantsov,Andrey Kumantsov born 4 August 1986 is a former professional tennis player from Russia ,-1
Voices from the Gathering Storm,Voices from the Gathering Storm The Web of EcologicalSocietal Crisis is a 2005 nonfiction book that was published by Word Association Publishers and edited by Joseph Arcos Mary Argus and Frederick DiCarlo ,-1
Cover Up (novel),Cover Up Mystery at the Super Bowl is a mystery novel written by sportswriter John Feinstein It is the third book in the sports beat series along with Last Shot A Final Four Mystery and Vanishing Act ,-1
Columbia Queer Alliance,Columbia Queer Alliance CQA is the central Columbia University student organization that represents lesbian gay bisexual transgender and questioning LGBTQ students It is the oldest such student organization in the world originally called the Student Homophile League established in 1966 and recognized by the university on April 19 1967 ,-1
"List of members of the National Assembly (South Korea), 1973–1979",This is a list of members of the 9th National Assembly of South Korea which sat from 12 March 1973 until 11 March 1979 ,-1
Don Honeyman,Donald Honeyman 29 October 1919  1 June 2011 was an American photographer who worked for Vogue The Daily Telegraph and The Sunday Times among other publications Honeyman was born in Iowa and attended the University of Iowa graduating in 1940 He then served as an Army combat cameraman during the Second World War He married Gitta Sereny in 1948 and moved to London where they raised their two childrenOne of his creations was a 1968 solarized poster published by Athena retailer of Alberto Kordas famous photograph of Che Guevara Guerrillero Heroico  References  ,-1
Party of Sardinians,The Party of Sardinians Italian Partito dei Sardi PdS was a regionalist Sardinian nationalist socialdemocratic and separatist political party in Sardinia ,-1
Okinawa Kaigan Quasi-National Park,Okinawa Kaigan QuasiNational Park  Okinawa Kaigan Kokutei Ken is a QuasiNational Park on the coast of Okinawa and the Kerama Islands Japan It was established as a Prefectural Park in 1965 and redesignated with the return of Okinawa to the Japanese administration in 1972 ,-1
Lesmahagow,Lesmahagow   Scots Lismahagie or Lesmahagae Scottish Gaelic Lios MoChuda is a small town in the historic county of Lanarkshire on the edge of moorland near Lanark in the central belt of Scotland Lesmahagow was also a civil parish It lies west of the M74 and southeast of Kirkmuirhill It is also known as Abbey Green or the Gow ,-1
Laughing City,Laughing City is the first EP of the band Eisley released after signing with Warner Bros Records It was released May 20 2003 on Record Collection Music ,-1
Cavalry FC,Cavalry Football Club is a Canadian professional soccer club based in the Calgary metropolitan region of Alberta The club competes at the top of the Canadian soccer league system in the Canadian Premier League and plays their home matches at ATCO Field on the grounds of Spruce Meadows in Foothills County The team is managed by Tommy Wheeldon Jr and owned by Spruce Meadows Sports  Entertainment ,-1
Campeonato Nacional de Velocidade,The Campeonato Nacional de Velocidade CNV National Speed Championship is a Portuguese motor racing competition encompassing GTs prototype racing cars and touring cars It was established in the 1960s The competition was established in the 1960s and today has Group 5 and Group 4 racing cars In the 1970a and 1980s Group A and Group B cars took part towards the end of the 1980s and into the 1990s This was superseded by Group N that is production cars with similar specifications to roadlegal cars from the end of the 1990s until 2006 In 2007 the Campeonato Nacional de Turismos was created for S2000 cars In 2011 this championship ended because of lack of participants so the GT cars went to race in the higher class Since 2010 the series has been organised by Full Eventos under the Racing Weekend brand As of 2015 the competition consists of five qualifying races and two finals The CNV is run alongside other competitions such as the Campeonato de Portugal de Clssicos and together they are known under the Englishlanguage name Racing Weekend These other competitions include Campeonato Nacional de Sport Prottipos Campeonato Nacional de GT Campeonato Nacional de Turismos ,-1
Scottish literature in the eighteenth century,Scottish literature in the eighteenth century is literature written in Scotland or by Scottish writers in the eighteenth century It includes literature written in English Scottish Gaelic and Scots in forms including poetry drama and novels After the Union in 1707 Scottish literature developed a distinct national identity Allan Ramsay led a vernacular revival the trend for pastoral poetry and developed the Habbie stanza He was part of a community of poets working in Scots and English who included William Hamilton of Gilbertfield Robert Crawford Alexander Ross William Hamilton of Bangour Alison Rutherford Cockburn and James Thomson The eighteenth century was also a period of innovation in Gaelic vernacular poetry Major figures included Rob Donn Mackay Donnchadh Bn Mac an tSaoir Uillean Ross and Alasdair mac Mhaighstir Alasdair who helped inspire a new form of nature poetry James Macpherson was the first Scottish poet to gain an international reputation claiming to have found poetry written by Ossian Robert Burns is widely regarded as the national poet Drama was pursued by Scottish playwrights in London such as Catherine Trotter and David Crawford who developed the character of the stage Scot Newburgh Hamilton produced comedies and later wrote the libretto for Handels Samson 1743 James Thomsons plays often dealt with the contest between public duty and private feelings David Mallets Eurydice 1731 was accused of being a coded Jacobite play The opera Masque of Alfred 1740 was a collaboration between Thompson Mallet and composer Thomas Arne with Thompson supplying the lyrics to the patriotic song Rule Britannia Inside Scotland drama faced hostility from the Kirk Allan Ramsay was a major supporter of Scottish theatre establishing a small theatre in Carrubers Close in Edinburgh and there is evidence of companies elsewhere in Scotland but the 1737 Licensing Act made their activities illegal and these theatres soon closed A threedecade period followed where institutional and organised drama was in abeyance The subterfuge of offering a free drama at the end of a musical performance was adopted Douglas by minister John Home was first performed in 1756 in Edinburgh It was a success in both Scotland and England but caused a controversy with the kirk that probably led Home to leave Scotland for London Other emigres to London included Tobias Smollett Despite the opposition of the church theatre going began to emerge as a regular part of elite life in Scotland The government granted the first licence to a Scottish theatre under the act in 1767 In the later eighteenth century many plays were written for and performed by small amateur companies and were not published and so most have been lost Towards the end of the century there were closet dramas primarily designed to be read Important Scottish playwrights included Henry Mackenzie John Logans Archibald Maclaren and Joanna Baillie In this century the novel emerged as a major element of Scottish literary and critical life Tobias Smolletts picaresque novels such as The Adventures of Roderick Random and The Adventures of Peregrine Pickle mean that he is often seen as Scotlands first novelist Other Scots who contributed to the development of the novel in the eighteenth century include Henry Mackenzie John Moore and Jean Marishall ,-1
List of minor planets: 184001–185000,The following is a partial list of minor planets running from minorplanet number 184001 through 185000 inclusive The primary data for this and other partial lists is based on JPLs SmallBody Orbital Elements and Data Available from the Minor Planet Center A detailed description of the tables columns and additional sources are given on the main page including a complete list of every page in this series and a statistical breakup on the dynamical classification of minor planets Also see the summary list of all named bodies in numerical and alphabetical order and the corresponding naming citations for the number range of this particular list New namings may only be added to this list after official publication as the preannouncement of names is condemned by the Working Group for Small Bodies Nomenclature of the International Astronomical Union ,-1
National Stock Exchange of India,National Stock Exchange of India Limited NSE    is one of the leading stock exchanges in India based in Mumbai NSE is under the ownership of various financial institutions such as banks and insurance companies It is the worlds largest derivatives exchange by number of contracts traded and the third largest in cash equities by number of trades for the calendar year 2022 It is one of the largest stock exchanges in the world by market capitalization NSEs flagship index the NIFTY 50 a 50 stock index is used extensively by investors in India and around the world as a barometer of the Indian capital market The NIFTY 50 index was launched in 1996 by NSEThe Economic Times estimates that as of April 2018 6 crore 60 million retail investors had invested their savings in stocks in India either through direct purchases of equities or through mutual funds Earlier the Bimal Jalan Committee report estimated that barely 3 of Indias population invested in the stock market as compared to 27 in the United States and 10 in China ,-1
Church of St Joan of Arc,The Church of Saint Joan of Arc French Lglise SainteJeannedArc is a Catholic church in the city centre of Rouen northern FranceThe church of Saint Joan of Arc was completed in 1979 in the centre of the ancient market square known as the Place du VieuxMarch the place where Joan of Arc was burned at the stake for heresy in 1431 A small garden Le Bouchet which is outside and to the north of the church marks the exact spot The modern church SainteJeanne dArc and the adjacent market halls were designed by the architect Louis Arretche who was commissioned in 1969 The sweeping curves of the structure are meant to evoke both the flames that consumed Joan of Arc and an overturned longship Many early Christian churches were designed in the shape of an overturned boat The market halls simultaneously resemble smaller overturned boats and fish with gaping mouths which are also rich Christian symbols The tiled roof echoes this theme and forms a covered walkway over the square ,-1
Magnus Carlsson (illustrator),Magnus Carlsson born 20 April 1965 is a Swedish illustrator director and animator ,-1
Norman Ella,Norman Ella 18 June 1910  19 January 1987 was an Australian rowing coxswain He competed in the mens eight event at the 1936 Summer Olympics ,-1
Kamal Ahmed (comedian),Kamal Ahmed Bengali   born 1966 usually called Kamal is an American director comedian and former member of prank phone calling comedy group The Jerky Boys ,-1
Adinan,Adinan Persian  also Romanized as dnn Sorani Kurdish  is a village in Saheb Rural District Ziviyeh District Saqqez County Kurdistan Province Iran At the 2006 census its population was 212 in 42 families The village is populated by Kurds  References  ,-1
Grzegorz Błaszczyk,Grzegorz Baszczyk born 1953 in Pozna is Polish historian professor at the Adam Mickiewicz University He graduated from the Adam Mickiewicz University in 1977 and gained a PhD from this university in 1983 In 1993 he passed his habilitation In 1999 Baszczyk gained the title of professor He specializes in the history of Grand Duchy of Lithuania He is the author of 11 books and more than 100 other publications ,-1
John Baynton,John Baynton 17 December 1726  8 May 1773 was a Philadelphia merchant ,-1
Zaidu Sanusi,Zaidu Sanusi born 13 June 1997 is a Nigerian professional footballer who plays as a leftback for Primeira Liga club Porto and the Nigeria national team He spent his senior career in Portugal playing in the Primeira Liga with Santa Clara and Porto winning a league and Taa de Portugal double with the latter in 2022 Sanusi made his senior international debut for Nigeria in 2020 and played at the 2021 Africa Cup of Nations ,-1
Goulburn–Murray Water,GoulburnMurray Water the trading name of the GoulburnMurray Rural Water Corporation a statutory authority of the Victorian Government provides bulk water storage and supply services to people of Northern CountryNorth Central Victoria and the Southern Riverina regions in AustraliaEstablished pursuant to the Water Act 1989 VIC GoulburnMurray Water manages bulk water supplies to local governmentowned water utilities provides flood mitigation services and manages the health of the Goulburn and Murray rivers catchment in northern Victoria GoulburnMurray Water also provides irrigation services to about 68000 square kilometres 26000 sq mi stretching from the Great Dividing Range to the south the Murray River to the north and stretching from Corryong in the east to NyahGoulburnMurray Water is managed by a managing director who reports to a Board of Management that are ultimately responsible to the Minister for Water presently Lisa Neville The Department of Environment Land Water and Planning provides administrative oversight of the statutory authority In 2011 it was reported that GoulburnMurray Water had an operating shortfall of A80 million in its budget ,-1
George Talsky,George Talsky June 19 1899  November 23 1960 was an American businessman and politician Born in Milwaukee Wisconsin Talsky was a painter and decorating contractor He served in the Wisconsin State Assembly as a Democrat from 1957 until his death in 1960 He died in Milwaukee  Notes  ,-1
1942 Western Kentucky State Teachers Hilltoppers football team,The 1942 Western Kentucky State Teachers Hilltoppers football team represented Western Kentucky State Teachers College now known as Western Kentucky University as a member of the Kentucky Intercollegiate Athletic Conference KIAC during the 1942 college football season Led by Arnold Winkenhofer in his first and only season as head coach the Hilltoppers compiled an overall record of 341 with a mark of 201 in conference playWestern Kentucky was ranked at No 241 out of 590 college and military teams in the final rankings under the Litkenhous Difference by Score System for 1942 ,-1
Contextual learning,Contextual learning is based on a constructivist theory of teaching and learning Learning takes place when teachers are able to present information in such a way that students are able to construct meaning based on their own experiences Contextual learning experiences include internships service learning and study abroad programsContextual learning has the following characteristics emphasizing problem solving recognizing that teaching and learning need to occur in multiple contexts assisting students in learning how to monitor their learning and thereby become selfregulated learners anchoring teaching in the diverse life context of students encouraging students to learn from each other employing authentic assessment ,1
